term	name
GO:0017169	CDP-alcohol phosphatidyltransferase activity
GO:0050278	sedoheptulose-bisphosphatase activity
GO:0009029	tetraacyldisaccharide 4'-kinase activity
GO:0000973	post-transcriptional tethering of RNA polymerase II gene DNA at nuclear periphery
GO:0048536	spleen development
GO:0070390	transcription export complex 2
GO:0090231	regulation of spindle checkpoint
GO:0090232	positive regulation of spindle checkpoint
GO:0090266	regulation of mitotic cell cycle spindle assembly checkpoint
GO:0090267	positive regulation of mitotic cell cycle spindle assembly checkpoint
GO:1901976	regulation of cell cycle checkpoint
GO:1901978	positive regulation of cell cycle checkpoint
GO:1903504	regulation of mitotic spindle checkpoint
GO:0004337	geranyltranstransferase activity
GO:0016767	geranylgeranyl-diphosphate geranylgeranyltransferase activity
GO:0000820	regulation of glutamine family amino acid metabolic process
GO:0000821	regulation of arginine metabolic process
GO:0010307	acetylglutamate kinase regulator activity
GO:0090368	regulation of ornithine metabolic process
GO:1900079	regulation of arginine biosynthetic process
GO:2000013	regulation of arginine biosynthetic process via ornithine
GO:2000282	regulation of cellular amino acid biosynthetic process
GO:0051864	histone H3-methyl-lysine-36 demethylase activity
GO:0070544	histone H3-K36 demethylation
GO:0000033	alpha-1,3-mannosyltransferase activity
GO:0004376	glycolipid mannosyltransferase activity
GO:0033577	protein glycosylation in endoplasmic reticulum
GO:0001501	skeletal system development
GO:0001503	ossification
GO:0030282	bone mineralization
GO:0030595	leukocyte chemotaxis
GO:0031214	biomineral tissue development
GO:0042256	mature ribosome assembly
GO:0048539	bone marrow development
GO:0050900	leukocyte migration
GO:0060326	cell chemotaxis
GO:0060348	bone development
GO:0006895	Golgi to endosome transport
GO:0036010	protein localization to endosome
GO:0036258	multivesicular body assembly
GO:0061709	reticulophagy
GO:0005365	myo-inositol transmembrane transporter activity
GO:0005366	myo-inositol:proton symporter activity
GO:0015798	myo-inositol transport
GO:0008121	ubiquinol-cytochrome-c reductase activity
GO:0048766	root hair initiation
GO:0004170	dUTP diphosphatase activity
GO:0006226	dUMP biosynthetic process
GO:0006244	pyrimidine nucleotide catabolic process
GO:0009143	nucleoside triphosphate catabolic process
GO:0009147	pyrimidine nucleoside triphosphate metabolic process
GO:0009149	pyrimidine nucleoside triphosphate catabolic process
GO:0009176	pyrimidine deoxyribonucleoside monophosphate metabolic process
GO:0009177	pyrimidine deoxyribonucleoside monophosphate biosynthetic process
GO:0009204	deoxyribonucleoside triphosphate catabolic process
GO:0009211	pyrimidine deoxyribonucleoside triphosphate metabolic process
GO:0009213	pyrimidine deoxyribonucleoside triphosphate catabolic process
GO:0009219	pyrimidine deoxyribonucleotide metabolic process
GO:0009221	pyrimidine deoxyribonucleotide biosynthetic process
GO:0009223	pyrimidine deoxyribonucleotide catabolic process
GO:0009264	deoxyribonucleotide catabolic process
GO:0046078	dUMP metabolic process
GO:0046080	dUTP metabolic process
GO:0046081	dUTP catabolic process
GO:0046386	deoxyribose phosphate catabolic process
GO:0047429	nucleoside-triphosphate diphosphatase activity
GO:0016762	xyloglucan:xyloglucosyl transferase activity
GO:0003860	3-hydroxyisobutyryl-CoA hydrolase activity
GO:0006573	valine metabolic process
GO:0006574	valine catabolic process
GO:0016289	CoA hydrolase activity
GO:0003880	protein C-terminal carboxyl O-methyltransferase activity
GO:0004671	protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity
GO:0006481	C-terminal protein methylation
GO:0010340	carboxyl-O-methyltransferase activity
GO:0051998	protein carboxyl O-methyltransferase activity
GO:0005199	structural constituent of cell wall
GO:0004612	phosphoenolpyruvate carboxykinase (ATP) activity
GO:0000250	lanosterol synthase activity
GO:0031559	oxidosqualene cyclase activity
GO:0042392	sphingosine-1-phosphate phosphatase activity
GO:0005544	calcium-dependent phospholipid binding
GO:0009270	response to humidity
GO:0015847	putrescine transport
GO:0019808	polyamine binding
GO:0019810	putrescine binding
GO:0030288	outer membrane-bounded periplasmic space
GO:0030313	cell envelope
GO:0008930	methylthioadenosine nucleosidase activity
GO:0019509	L-methionine salvage from methylthioadenosine
GO:0043102	amino acid salvage
GO:0071267	L-methionine salvage
GO:0000022	mitotic spindle elongation
GO:0051231	spindle elongation
GO:0051255	spindle midzone assembly
GO:0051256	mitotic spindle midzone assembly
GO:0032069	regulation of nuclease activity
GO:0032074	negative regulation of nuclease activity
GO:0060700	regulation of ribonuclease activity
GO:0060701	negative regulation of ribonuclease activity
GO:1901917	regulation of exoribonuclease activity
GO:1901918	negative regulation of exoribonuclease activity
GO:1905777	regulation of exonuclease activity
GO:1905778	negative regulation of exonuclease activity
GO:0030520	intracellular estrogen receptor signaling pathway
GO:0042809	nuclear vitamin D receptor binding
GO:0046966	nuclear thyroid hormone receptor binding
GO:0070262	peptidyl-serine dephosphorylation
GO:0015204	urea transmembrane transporter activity
GO:0015489	putrescine transmembrane transporter activity
GO:0015606	spermidine transmembrane transporter activity
GO:0015840	urea transport
GO:0015848	spermidine transport
GO:0071918	urea transmembrane transport
GO:1903711	spermidine transmembrane transport
GO:0005458	GDP-mannose transmembrane transporter activity
GO:1990570	GDP-mannose transmembrane transport
GO:0031960	response to corticosteroid
GO:0051384	response to glucocorticoid
GO:0070228	regulation of lymphocyte apoptotic process
GO:0070230	positive regulation of lymphocyte apoptotic process
GO:0070232	regulation of T cell apoptotic process
GO:0070234	positive regulation of T cell apoptotic process
GO:2000106	regulation of leukocyte apoptotic process
GO:2000108	positive regulation of leukocyte apoptotic process
GO:0004373	glycogen (starch) synthase activity
GO:0019863	IgE binding
GO:0019865	immunoglobulin binding
GO:0001729	ceramide kinase activity
GO:0015228	coenzyme A transmembrane transporter activity
GO:0015880	coenzyme A transport
GO:0035349	coenzyme A transmembrane transport
GO:0071077	adenosine 3',5'-bisphosphate transmembrane transporter activity
GO:0071106	adenosine 3',5'-bisphosphate transmembrane transport
GO:0080121	AMP transport
GO:0080122	AMP transmembrane transporter activity
GO:1990559	mitochondrial coenzyme A transmembrane transport
GO:0031293	membrane protein intracellular domain proteolysis
GO:0071474	cellular hyperosmotic response
GO:0071475	cellular hyperosmotic salinity response
GO:1990440	positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress
GO:0047632	agmatine deiminase activity
GO:0010291	carotene beta-ring hydroxylase activity
GO:0050935	iridophore differentiation
GO:1990937	xylan acetylation
GO:0010277	chlorophyllide a oxygenase [overall] activity
GO:0016703	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of one atom of oxygen (internal monooxygenases or internal mixed function oxidases)
GO:0004148	dihydrolipoyl dehydrogenase activity
GO:0006086	acetyl-CoA biosynthetic process from pyruvate
GO:0000719	photoreactive repair
GO:0003904	deoxyribodipyrimidine photo-lyase activity
GO:0003913	DNA photolyase activity
GO:0010964	regulation of heterochromatin assembly by small RNA
GO:0003949	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity
GO:0035513	oxidative RNA demethylation
GO:0035515	oxidative RNA demethylase activity
GO:0035553	oxidative single-stranded RNA demethylation
GO:0070989	oxidative demethylation
GO:0032797	SMN complex
GO:0097504	Gemini of coiled bodies
GO:0000823	inositol-1,4,5-trisphosphate 6-kinase activity
GO:0000824	inositol tetrakisphosphate 3-kinase activity
GO:0000111	nucleotide-excision repair factor 2 complex
GO:0071942	XPC complex
GO:0003977	UDP-N-acetylglucosamine diphosphorylase activity
GO:0006048	UDP-N-acetylglucosamine biosynthetic process
GO:0019276	UDP-N-acetylgalactosamine metabolic process
GO:0046349	amino sugar biosynthetic process
GO:0052630	UDP-N-acetylgalactosamine diphosphorylase activity
GO:0030527	structural constituent of chromatin
GO:0035874	cellular response to copper ion starvation
GO:0120126	response to copper ion starvation
GO:0007130	synaptonemal complex assembly
GO:0061857	endoplasmic reticulum stress-induced pre-emptive quality control
GO:0070193	synaptonemal complex organization
GO:0071818	BAT3 complex
GO:0072379	ER membrane insertion complex
GO:0000155	phosphorelay sensor kinase activity
GO:0019955	cytokine binding
GO:0070682	proteasome regulatory particle assembly
GO:0005672	transcription factor TFIIA complex
GO:0008905	mannose-phosphate guanylyltransferase activity
GO:0008928	mannose-1-phosphate guanylyltransferase (GDP) activity
GO:0010471	GDP-galactose:mannose-1-phosphate guanylyltransferase activity
GO:0010472	GDP-galactose:glucose-1-phosphate guanylyltransferase activity
GO:0010473	GDP-galactose:myoinositol-1-phosphate guanylyltransferase activity
GO:0010474	glucose-1-phosphate guanylyltransferase (GDP) activity
GO:0010475	galactose-1-phosphate guanylyltransferase (GDP) activity
GO:0080046	quercetin 4'-O-glucosyltransferase activity
GO:0080048	GDP-D-glucose phosphorylase activity
GO:0036089	cleavage furrow formation
GO:0061387	regulation of extent of cell growth
GO:0030124	AP-4 adaptor complex
GO:0005078	MAP-kinase scaffold activity
GO:0035591	signaling adaptor activity
GO:0060263	regulation of respiratory burst
GO:0060267	positive regulation of respiratory burst
GO:0042306	regulation of protein import into nucleus
GO:0042307	positive regulation of protein import into nucleus
GO:1901181	negative regulation of cellular response to caffeine
GO:2001024	negative regulation of response to drug
GO:2001039	negative regulation of cellular response to drug
GO:0004019	adenylosuccinate synthase activity
GO:0044208	'de novo' AMP biosynthetic process
GO:0009963	positive regulation of flavonoid biosynthetic process
GO:0043425	bHLH transcription factor binding
GO:0043619	regulation of transcription from RNA polymerase II promoter in response to oxidative stress
GO:0008922	long-chain fatty acid [acyl-carrier-protein] ligase activity
GO:0016672	oxidoreductase activity, acting on a sulfur group of donors, quinone or similar compound as acceptor
GO:0045174	glutathione dehydrogenase (ascorbate) activity
GO:0034451	centriolar satellite
GO:2000535	regulation of entry of bacterium into host cell
GO:0008616	queuosine biosynthetic process
GO:0046116	queuosine metabolic process
GO:0006571	tyrosine biosynthetic process
GO:0007202	activation of phospholipase C activity
GO:0009094	L-phenylalanine biosynthetic process
GO:0010863	positive regulation of phospholipase C activity
GO:0010919	regulation of inositol phosphate biosynthetic process
GO:0032960	regulation of inositol trisphosphate biosynthetic process
GO:0044214	spanning component of plasma membrane
GO:0089717	spanning component of membrane
GO:1900274	regulation of phospholipase C activity
GO:1902223	erythrose 4-phosphate/phosphoenolpyruvate family amino acid biosynthetic process
GO:0006884	cell volume homeostasis
GO:0009992	cellular water homeostasis
GO:0045296	cadherin binding
GO:0050839	cell adhesion molecule binding
GO:0001818	negative regulation of cytokine production
GO:0002685	regulation of leukocyte migration
GO:0002686	negative regulation of leukocyte migration
GO:0010640	regulation of platelet-derived growth factor receptor signaling pathway
GO:0010642	negative regulation of platelet-derived growth factor receptor signaling pathway
GO:0014012	peripheral nervous system axon regeneration
GO:0031102	neuron projection regeneration
GO:0031103	axon regeneration
GO:0032387	negative regulation of intracellular transport
GO:0032642	regulation of chemokine production
GO:0032682	negative regulation of chemokine production
GO:0034442	regulation of lipoprotein oxidation
GO:0034443	negative regulation of lipoprotein oxidation
GO:0042308	negative regulation of protein import into nucleus
GO:0046322	negative regulation of fatty acid oxidation
GO:0046823	negative regulation of nucleocytoplasmic transport
GO:0048662	negative regulation of smooth muscle cell proliferation
GO:0048678	response to axon injury
GO:0050727	regulation of inflammatory response
GO:0050728	negative regulation of inflammatory response
GO:0050746	regulation of lipoprotein metabolic process
GO:0050748	negative regulation of lipoprotein metabolic process
GO:0060587	regulation of lipoprotein lipid oxidation
GO:0060588	negative regulation of lipoprotein lipid oxidation
GO:0071637	regulation of monocyte chemotactic protein-1 production
GO:0071638	negative regulation of monocyte chemotactic protein-1 production
GO:0090317	negative regulation of intracellular protein transport
GO:1900015	regulation of cytokine production involved in inflammatory response
GO:1900016	negative regulation of cytokine production involved in inflammatory response
